id,english,es,cefr_level,pos,frequency_1to10
ampliado_adjective,enlarged,ampliado,B1,adjective,7
ampliar_verb,to expand,ampliar,B1,verb,6
amplificador_noun,amplifier,amplificador,B1,noun,8
amplificar_verb,to amplify,amplificar,B2,verb,8
amplio_adjective,wide,amplio,B1,adjective,5
amputar_verb,to amputate,amputar,B2,verb,9
amueblar_verb,to furnish,amueblar,B2,verb,8
amuleto_noun,amulet,amuleto,B2,noun,9
anacardo_noun,cashew,anacardo,B2,noun,9
analgésico_noun,painkiller,analgésico,B2,noun,9
analista_de_datos_noun,data analyst,analista de datos,B2,noun,6
analista_financiero_noun,financial analyst,analista financiero,B2,noun,6
analizar_verb,to analyze,analizar,B1,verb,7
analítica_noun,blood test,analítica,B1,noun,4
analógico_adjective,analog,analógico,B1,adjective,7
anarquía_noun,anarchy,anarquía,B2,noun,7
ancestral_adjective,ancestral,ancestral,B2,adjective,8
ancho_adjective,wide,ancho,A2,adjective,5
ancho_de_banda_noun,bandwidth,ancho de banda,B2,noun,7
anchoa_noun,anchovy,anchoa,B1,noun,9
anchura_noun,width,anchura,B1,noun,6
anciana_noun,elderly woman,anciana,A2,noun,6
anciano_noun,elderly man / gentleman,anciano,B1,noun,6
anclar_verb,to anchor,anclar,B2,verb,6
andador_noun,baby walker,andador,B1,noun,6
andar_verb,to walk/go,andar,A1,verb,4
andropausia_noun,andropause,andropausia,B2,noun,10
anden_noun,platform,andén,A2,noun,5
anegar_verb,to flood,anegar,B2,verb,6
anestesia_noun,anesthesia,anestesia,B2,noun,8
anestesista_noun,anesthesiologist,anestesista,B2,noun,9
anexar_verb,to annex,anexar,B2,verb,7
anfitrion_noun,host,anfitrión,A2,noun,5
anguila_noun,eel,anguila,B2,noun,8
angustia_noun,anguish,angustia,B1,noun,8
angustiado_adjective,distressed,angustiado,B1,adjective,7
angustiar_verb,to distress,angustiar,B2,verb,7
anidar_verb,to nest,anidar,B2,verb,6
anillo_noun,ring,anillo,A2,noun,5
animación_noun,animation,animación,B2,noun,6
animado_adjective,cheerful,animado,A2,adjective,7
animal_noun,animal,animal,A1,noun,5
animalista_noun,animal rights activist,animalista,B2,noun,6
animar_verb,to encourage,animar,A2,verb,6
aniquilar_verb,to annihilate,aniquilar,B2,verb,9
aniversario_noun,anniversary,aniversario,B1,noun,5
aniversario_de_boda_noun,wedding anniversary,aniversario de boda,B1,noun,5
anoche_noun,last night,anoche,A2,adverb,3
anochecer_verb,to get dark,anochecer,B2,verb,4
anotar_verb,to note down,anotar,B2,verb,4
ansiar_verb,to long for,ansiar,B2,verb,3
ansiedad_noun,anxiety,ansiedad,B1,noun,6
ansioso_adjective,excited,ansioso,B1,adjective,5
antagonista_noun,antagonist,antagonista,B2,noun,8
ante_todo_adverb,above all,ante todo,B1,adverb,4
anteayer_noun,the day before yesterday,anteayer,B1,noun,5
anteceder_verb,to precede,anteceder,B2,verb,9
anteponer_verb,to put before,anteponer,B2,verb,3
anterior_adjective,previous,anterior,A2,adjective,4
anteriormente_adverb,previously,anteriormente,A2,adverb,5
antes_adverb,before,antes,A1,adverb,3
antes_de_que_conjunction,before,antes de que,B1,conjunction,3
antes_de_tiempo_phrase,too soon,antes de tiempo,B1,phrase,4
antibacterial_noun,antibacterial,antibacterial,B1,noun,9
antibiótico_adjective,antibiotic,antibiótico,B1,adjective,7
anticiclón_noun,anticyclone,anticiclón,B2,noun,10
anticipar_verb,to anticipate,anticipar,B1,verb,7
anticonceptivo_adjective,contraceptive,anticonceptivo,B2,adjective,8
anticuado_adjective,outdated,anticuado,B2,adjective,7
anticuerpo_noun,antibody,anticuerpo,B2,noun,8
antidepresivo_noun,antidepressant,antidepresivo,B2,noun,9
antidopaje_noun,anti-doping,antidopaje,B2,noun,8
antiguo_adjective,ancient/old,antiguo,A2,adjective,5
antiinflamatorio_noun,anti-inflammatory,antiinflamatorio,B2,noun,7
antioxidante_noun,antioxidant,antioxidante,B2,noun,9
antipatia_noun,antipathy,antipatía,B1,noun,9
antipatico_adjective,unfriendly,antipático,A2,adjective,8
antivirus_noun,antivirus,antivirus,B1,noun,9
antiético_adjective,unethical,antiético,B2,adjective,8
antracita_adjective,anthracite,antracita,B2,adjective,9
antropología_noun,anthropology,antropología,B2,noun,7
antártico_adjective,Antarctic,antártico,B1,adjective,7
antílope_noun,antelope,antílope,B2,noun,8
antítesis_noun,antithesis,antítesis,B2,noun,9
antónimo_noun,antonym,antónimo,B2,noun,10
anual_noun,annual,anual,A2,adjective,5
anular_verb,to annul,anular,B2,verb,9
anuncio_noun,advertisement/announcement,anuncio,A2,noun,7
anuncio_publicitario_noun,advertisement,anuncio publicitario,A2,noun,7
analisis_noun,analysis,análisis,B1,noun,5
análisis_de_sangre_phrase,blood test,análisis de sangre,B1,phrase,4
análogo_adjective,analogous,análogo,B2,adjective,8
anécdota_noun,anecdote,anécdota,B1,noun,8
anélido_noun,annelid,anélido,B2,noun,10
anónimo_noun,anonymous,anónimo,B1,noun,6
aorta_noun,aorta,aorta,B2,noun,9
apagado_adjective,dim,apagado,B1,adjective,7
apagar_verb,to turn off,apagar,A1,verb,4
apagón_noun,power outage,apagón,A2,noun,8
aparador_noun,sideboard,aparador,B1,noun,9
aparato_noun,gadget,aparato,B1,noun,8
aparcamiento_noun,parking lot,aparcamiento,A2,noun,6
aparcamiento_subterráneo_noun,underground parking,aparcamiento subterráneo,B1,noun,6
aparecer_verb,to appear,aparecer,B2,verb,5
aparejador_noun,quantity surveyor,aparejador,B2,noun,8
aparentar_verb,to appear to be,aparentar,B2,verb,5
aparentemente_adverb,apparently,aparentemente,B1,adverb,5
apartamento_noun,apartment,apartamento,A1,noun,5
apartar_verb,to separate,apartar,B2,verb,5
apasionar_verb,to excite,apasionar,B2,verb,8
apatía_noun,apathy,apatía,B2,noun,8
apear_verb,to help down,apear,B2,verb,3
apedrear_verb,to stone,apedrear,B2,verb,5
apegarse_verb,to become attached,apegarse,B2,verb,5
apego_noun,attachment,apego,B2,noun,7
apelar_verb,to appeal,apelar,B2,verb,5
apellido_noun,last name,apellido,B1,noun,3
apenar_verb,to sadden,apenar,B2,verb,9
apenas_adverb,barely,apenas,A2,adverb,6
aperitivo_noun,aperitif,aperitivo,B1,noun,9
apertura_noun,opening,apertura,B1,noun,5
apetecer_verb,to be appealing,apetecer,B2,verb,7
apicultura_noun,beekeeping,apicultura,B2,noun,9
apilar_verb,to pile up,apilar,B2,verb,6
apiñar_verb,to crowd,apiñar,B2,verb,5
aplacar_verb,to placate,aplacar,B2,verb,9
aplanar_verb,to flatten,aplanar,B2,verb,9
aplastar_verb,to crush,aplastar,B2,verb,6
aplaudir_verb,to applaud,aplaudir,B2,verb,8
aplazado_adjective,postponed,aplazado,B1,adjective,7
aplazar_verb,to postpone,aplazar,B2,verb,8
aplicación_noun,application,aplicación,B1,noun,5
aplicado_adjective,applied,aplicado,B1,adjective,5
aplicar_verb,to apply,aplicar,B1,verb,5
apnea_del_sueño_noun,sleep apnea,apnea del sueño,B2,noun,8
apocalipsis_noun,apocalypse,apocalipsis,B1,noun,7
apodar_verb,to nickname,apodar,B2,verb,7
apoderarse_verb,to seize,apoderarse,B2,verb,7
aportar_verb,to contribute,aportar,B1,verb,6
apostalar_verb,to bet,apostar,B2,verb,5
apostatar_verb,to apostatize,apostatar,B2,verb,10
apoyar_verb,to support,apoyar,B1,verb,3
apoyarse_verb,to lean on,apoyarse,B2,verb,6
apreciación_noun,appreciation,apreciación,B1,noun,6
apreciar_verb,to appreciate,apreciar,B1,verb,5
aprenda_noun,learns,aprenda,B1,noun,7
aprender_verb,to learn,aprender,A1,verb,4
aprendiz_noun,apprentice,aprendiz,B1,noun,7
aprendizaje_noun,learning,aprendizaje,B1,noun,5
aprendizaje_automático_noun,machine learning,aprendizaje automático,B2,noun,5
apresurar_verb,to hurry,apresurar,B2,verb,6
apretar_verb,to squeeze,apretar,B2,verb,7
apretón_de_manos_noun,handshake,apretón de manos,B1,noun,8
aprisionar_verb,to imprison,aprisionar,B2,verb,9
aprobación_noun,approval,aprobación,B1,noun,5
aprobado_noun,pass,aprobado,A2,noun,4
aprobar_verb,to pass/approve,aprobar,A2,verb,4
apropiado_adjective,appropriate,apropiado,B1,adjective,5
apropiar_verb,to appropriate,apropiar,B2,verb,5
aprovechamiento_noun,use,aprovechamiento,B2,noun,3
aprovechar_verb,to take advantage of,aprovechar,B1,verb,5
aproximadamente_adverb,approximately,aproximadamente,B1,adverb,5
aproximado_adjective,approximate,aproximado,A2,adjective,7
aproximar_verb,to approximate,aproximar,B2,verb,7
aptitud_noun,aptitude,aptitud,B2,noun,8
apuesta_noun,bet,apuesta,B1,noun,5
apuntar_verb,to point/note,apuntar,B2,verb,3
apunte_noun,note,apunte,B1,noun,4
apuntes_noun,notes,apuntes,B1,noun,5
apurar_verb,to hurry/worry,apurar,B2,verb,6
apuñalar_verb,to stab,apuñalar,B2,verb,7
apático_adjective,apathetic,apático,B2,adjective,9
apátrida_noun,stateless person,apátrida,B2,noun,9
apéndice_noun,appendix,apéndice,B2,noun,7
aquejar_verb,to afflict,aquejar,B2,verb,9
aquende_adverb,on this side of,aquende,B2,adverb,3
aqui_adverb,here,aquí,A1,adverb,3
aquí_mismo_phrase,right here,aquí mismo,B1,phrase,3
araña_noun,spider,araña,A2,noun,6
arañazo_noun,scratch,arañazo,B1,noun,6
arbitrar_verb,to arbitrate,arbitrar,B2,verb,9
archipiélago_noun,archipelago,archipiélago,B2,noun,8
archivador_noun,file,archivador,B1,noun,5
archivar_verb,to file,archivar,B2,verb,5
archivo_noun,file,archivo,A2,noun,5
arcilla_noun,clay,arcilla,B1,noun,6
arco_noun,arch,arco,B1,noun,6
arco_de_triunfo_noun,triumphal arch,arco de triunfo,B1,noun,9
arco_narrativo_noun,narrative arc,arco narrativo,B2,noun,6
arcoíris_noun,rainbow,arcoíris,A2,noun,6
arcángel_noun,archangel,arcángel,B2,noun,9
arder_verb,to burn,arder,A2,verb,5
ardiente_adjective,burning,ardiente,B1,adjective,5
ardor_noun,burning,ardor,B1,noun,5
arena_noun,sand,arena,A2,noun,6
arena_para_gatos_noun,cat litter,arena para gatos,A2,noun,7
arete_noun,earring,arete,A2,noun,8
argot_noun,argot,argot,B2,noun,10
argumentar_verb,to argue,argumentar,B1,verb,6
armadillo_noun,armadillo,armadillo,B2,noun,9
armar_verb,to arm,armar,B2,verb,5
armar_una_escena_phrase,make a scene,armar una escena,B1,phrase,5
armario_noun,closet/wardrobe,armario,A2,noun,6
armario_empotrado_noun,built-in wardrobe,armario empotrado,B1,noun,7
armonizar_verb,to harmonize,armonizar,B2,verb,9
armonía_noun,harmony,armonía,B1,noun,6
armónico_adjective,harmonious,armónico,B2,adjective,8
aro_noun,hoop,aro,A2,noun,8
aroma_noun,aroma,aroma,B1,noun,8
arpa_noun,harp,arpa,B2,noun,8
arqueólogo_noun,archaeologist,arqueólogo,B2,noun,8
arquitecto_noun,architect,arquitecto,A2,noun,6
arquitecto_de_software_noun,software architect,arquitecto de software,B2,noun,6
arquitectura_noun,architecture,arquitectura,B1,noun,6
arquitectura_sostenible_noun,sustainable architecture,arquitectura sostenible,B2,noun,6
arrabal_noun,slum,arrabal,B2,noun,8
arraigado_adjective,deep-rooted,arraigado,B2,adjective,7
arraigarse_verb,to take root,arraigarse,B2,verb,6
arrancar_verb,to pull out,arrancar,B2,verb,5
arrasar_verb,to devastate,arrasar,B2,verb,9
arrastrar_verb,to drag,arrastrar,B2,verb,6
arrear_verb,to drive (animals),arrear,B2,verb,4
arrebatador_adjective,breathtaking,arrebatador,B2,adjective,7
arrebatar_verb,to snatch,arrebatar,B2,verb,7
arrecife_noun,reef,arrecife,B2,noun,7
arrecife_de_coral_phrase,coral reef,arrecife de coral,B1,phrase,7
arreglar_verb,to fix/arrange,arreglar,B2,verb,5
arremeter_verb,to attack,arremeter,B2,verb,4
arrendar_verb,to lease,arrendar,B2,verb,6
arrepentimiento_noun,regret,arrepentimiento,B1,noun,6
arrepentirse_verb,to repent,arrepentirse,B2,verb,8
arrestar_verb,to arrest,arrestar,B2,verb,5
arresto_noun,arrest,arresto,B2,noun,5
arriar_verb,to lower (flag),arriar,B2,verb,4
arriba_adverb,up/above,arriba,A2,adverb,2
arriesgado_adjective,risky,arriesgado,B1,adjective,7
arriesgar_verb,to risk,arriesgar,B1,verb,4
arrimar_verb,to bring close,arrimar,B2,verb,4
arrinconar_verb,to corner,arrinconar,B2,verb,5
arroba_noun,at sign,arroba,A2,noun,4
arrocera_noun,rice cooker,arrocera,B1,noun,8
arrodillarse_verb,to kneel,arrodillarse,B2,verb,8
arrogancia_noun,arrogance,arrogancia,B2,noun,7
arrogante_noun,arrogant,arrogante,B1,noun,7
arrojar_verb,to throw,arrojar,B2,verb,5
arrollar_verb,to run over,arrollar,B2,verb,4
arropar_verb,to wrap up,arropar,B2,verb,6
arroyo_noun,stream,arroyo,B1,noun,5
arroz_noun,rice,arroz,A1,noun,5
arruga_noun,wrinkle,arruga,B2,noun,8
arrugar_verb,to wrinkle,arrugar,B2,verb,8
arruinar_verb,to ruin,arruinar,B2,verb,6
arrullar_verb,to lull,arrullar,B2,verb,8
art_déco_noun,Art Deco,art déco,B2,noun,8
art_nouveau_noun,Art Nouveau,art nouveau,B2,noun,8
arte_noun,art,arte,A1,noun,4
arte_digital_noun,digital art,arte digital,B1,noun,5
arteria_noun,artery,arteria,B2,noun,7
artesanía_noun,craft,artesanía,B1,noun,6
articulación_noun,joint,articulación,B2,noun,5
articular_verb,to articulate,articular,B2,verb,7
artificial_adjective,artificial,artificial,A2,adjective,6
artista_noun,artist,artista,A2,noun,5
artritis_noun,arthritis,artritis,B2,noun,7
articulo_noun,article,artículo,A2,noun,4
artístico_adjective,artistic,artístico,B1,adjective,6
asado_adjective,roasted,asado,A2,adjective,7
asado_al_horno_noun,oven roast,asado al horno,B1,noun,7
asaltar_verb,to assault,asaltar,B2,verb,6
asar_verb,to roast,asar,A2,verb,7
ascender_verb,to ascend,ascender,B2,verb,8
ascenso_noun,promotion,ascenso,B1,noun,6
ascensor_noun,elevator,ascensor,A2,noun,7
asco_noun,disgust,asco,B1,noun,7
asediar_verb,to besiege,asediar,B2,verb,9
asegurar_verb,to assure/insure,asegurar,B1,verb,6
asemejar_verb,to resemble,asemejar,B2,verb,7
asentar_verb,to settle,asentar,B2,verb,6
asentir_verb,to assent,asentir,B2,verb,8
asequible_adjective,affordable,asequible,B1,adjective,6
asertivo_adjective,assertive,asertivo,B2,adjective,8
asesinar_verb,to murder,asesinar,B2,verb,5
asesinato_noun,murder,asesinato,B1,noun,5
asesino_noun,murderer,asesino,B1,noun,7
asesor_noun,advisor,asesor,B1,noun,6
asesorar_verb,to advise,asesorar,B2,verb,6
asestar_verb,to deal (blow),asestar,B2,verb,4
aseverar_verb,to assert,aseverar,B2,verb,7
asfaltar_verb,to pave,asfaltar,B2,verb,8
asfalto_noun,asphalt,asfalto,B1,noun,7
asfixiar_verb,to asphyxiate,asfixiar,B2,verb,10
asiento_noun,chair,asiento,B1,noun,5
asiento_de_pasillo_noun,aisle seat,asiento de pasillo,B1,noun,7
asiento_de_ventanilla_noun,window seat,asiento de ventanilla,B1,noun,5
asignar_verb,to assign,asignar,B2,verb,7
asignatura_noun,subject,asignatura,B1,noun,5
asilar_verb,to give asylum,asilar,B2,verb,7
asilo_político_noun,political asylum,asilo político,B2,noun,7
asimilar_verb,to assimilate,asimilar,B2,verb,8
asintomático_adjective,asymptomatic,asintomático,B2,adjective,9
asistente_noun,assistant,asistente,B1,noun,5
asistente_virtual_noun,virtual assistant,asistente virtual,B1,noun,6
asistir_verb,to attend/assist,asistir,B1,verb,5
asiático_adjective,Asian,asiático,B1,adjective,5
asma_noun,asthma,asma,B2,noun,7
asmático_adjective,asthmatic,asmático,B2,adjective,9
asno_noun,donkey,asno,B1,noun,7
asociación_noun,association,asociación,B1,noun,4
asociar_verb,to associate,asociar,B1,verb,6
asomar_verb,to appear,asomar,B2,verb,5
asombrar_verb,to amaze,asombrar,B2,verb,8
asombro_noun,astonishment,asombro,B1,noun,9
aspecto_noun,aspect,aspecto,B1,noun,6
aspiradora_noun,vacuum cleaner,aspiradora,B1,noun,7
aspirar_verb,to aspire,aspirar,B2,verb,8
aspirina_noun,aspirin,aspirina,B1,noun,8
astronauta_noun,astronaut,astronauta,B1,noun,7
astronomía_noun,astronomy,astronomía,B2,noun,7
astronomía_aficionada_noun,amateur astronomy,astronomía aficionada,B2,noun,7
astrólogo_noun,astrologist,astrólogo,B1,noun,10
astrónomo_noun,astronomer,astrónomo,B2,noun,8
astuto_noun,clever,astuto,A2,adjective,6
asumir_verb,to assume,asumir,B1,verb,5
asunto_noun,matter,asunto,A2,noun,4
asustado_adjective,scared,asustado,A2,adjective,5
asustar_verb,to scare,asustar,A2,verb,6
así_noun,like that,así,A2,noun,2
así_como_adverb,as well as,así como,B1,adverb,2
así_es_phrase,that's right,así es,B1,phrase,3
así_pues_adverb,so then,así pues,B2,adverb,2
así_que_phrase,so that,así que,B1,phrase,2
así_y_todo_adverb,even so,así y todo,B2,adverb,3
atacar_verb,to attack,atacar,A2,verb,4
atajar_verb,to take shortcut,atajar,B2,verb,8
atajo_noun,shortcut,atajo,B1,noun,8
atar_verb,to tie,atar,B2,verb,5
atardecer_noun,sunset,atardecer,B1,noun,6
atascar_verb,to clog,atascar,B2,verb,9
atasco_noun,traffic jam,atasco,A2,noun,6
atañer_verb,to concern,atañer,B2,verb,5
ataúd_noun,coffin,ataúd,B1,noun,7
atemporal_adjective,timeless,atemporal,B2,adjective,7
atenazar_verb,to grip,atenazar,B2,verb,6
atención_noun,attention,atención,B1,noun,4
atención_especializada_noun,specialist care,atención especializada,B1,noun,6
atención_médica_phrase,healthcare,atención médica,B1,phrase,6
atención_primaria_noun,primary care,atención primaria,B1,noun,5
atender_verb,to attend to,atender,B2,verb,5
atenerse_verb,to abide by,atenerse,B2,verb,7
atentamente_adverb,attentively,atentamente,B1,adverb,9
atentar_verb,to attempt (against),atentar,B2,verb,5
atenuar_verb,to attenuate,atenuar,B2,verb,9
aterrador_adjective,terrifying,aterrador,B2,adjective,7
aterrar_verb,to terrify,aterrar,B2,verb,9
aterrizar_verb,to land,aterrizar,A2,verb,4
aterrorizar_verb,to terrorize,aterrorizar,B2,verb,9
atesorar_verb,to treasure,atesorar,B2,verb,6
atestiguar_verb,to attest,atestiguar,B2,verb,8
atiborrar_verb,to stuff,atiborrar,B2,verb,4
atinar_verb,to hit the mark,atinar,B2,verb,4
atizar_verb,to stoke,atizar,B2,verb,7
atleta_noun,athlete,atleta,A2,noun,6
atletismo_noun,athletics,atletismo,A2,noun,7
atlántico_adjective,Atlantic,atlántico,B1,adjective,6
atlético_adjective,athletic,atlético,A2,adjective,6
atolón_noun,atoll,atolón,B2,noun,9
atomizar_verb,to atomize,atomizar,B2,verb,10
atormentar_verb,to torment,atormentar,B2,verb,8
atornillar_verb,to screw,atornillar,B2,verb,6
atracar_verb,to dock/rob,atracar,B2,verb,7
atracciones_noun,amusement rides,atracciones,A2,noun,7
atracción_noun,entertainment,atracción,B1,noun,5
atraco_noun,mugging,atraco,B1,noun,9
atractivo_adjective,good looking,atractivo,B1,adjective,3
atraer_verb,to attract,atraer,B2,verb,6
atrancar_verb,to bar,atrancar,B2,verb,5
atrapar_verb,to catch,atrapar,B2,verb,5
atrasar_verb,to delay,atrasar,B2,verb,6
atravesar_verb,to cross,atravesar,B2,verb,4
atreverse_verb,to dare,atreverse,B2,verb,6
atribuir_verb,to attribute,atribuir,B2,verb,7
atril_noun,lectern,atril,B2,noun,9
atrofiar_verb,to atrophy,atrofiar,B2,verb,9
atropellar_verb,to run over,atropellar,B2,verb,4
atrás_noun,back/behind,atrás,A2,noun,2
aturdir_verb,to stun,aturdir,B2,verb,8
atípico_adjective,atypical,atípico,B2,adjective,8
atún_noun,tuna,atún,A2,noun,7
audiencia_noun,audience,audiencia,B1,noun,5
audioprotesista_noun,audiologist,audioprotesista,B2,noun,9
auditor_noun,auditor,auditor,B2,noun,8
auditoría_noun,audit,auditoría,B2,noun,6
audífono_noun,hearing aid,audífono,B2,noun,5
auge_noun,boom,auge,B2,noun,6
augurar_verb,to augur,augurar,B2,verb,9
aula_noun,classroom,aula,A2,noun,6
aullar_verb,to howl,aullar,B2,verb,8
aumentar_verb,to increase,aumentar,B1,verb,4
aumento_de_sueldo_noun,pay raise,aumento de sueldo,B1,noun,5
aun_así_adverb,even so,aun así,B1,adverb,3
aunar_verb,to unite,aunar,B2,verb,7
aunque_noun,although,aunque,A2,conjunction,4
aunque_sea_phrase,even if it's just,aunque sea,B1,phrase,3
aupar_verb,to lift up,aupar,B2,verb,5
aureolar_verb,to halo,aureolar,B2,verb,7
auriculares_noun,headphones,auriculares,A2,noun,7
aurícula_noun,auricle,aurícula,B2,noun,10
ausentar_verb,to absent,ausentar,B2,verb,7
ausente_adjective,absent,ausente,A2,adjective,7
auspiciar_verb,to sponsor,auspiciar,B2,verb,6
austeridad_noun,austerity,austeridad,B2,noun,8
autenticación_noun,authentication,autenticación,B2,noun,8
autentificar_verb,to authenticate,autentificar,B2,verb,9
auto_noun,car,auto,A2,noun,4
autobiografía_noun,autobiography,autobiografía,B2,noun,7
autobus_noun,bus,autobús,A1,noun,5
autobús_escolar_noun,school bus,autobús escolar,A2,noun,5
autobús_turístico_noun,tourist bus,autobús turístico,A2,noun,6
autocaravana_noun,motorhome,autocaravana,B1,noun,9
autoconocimiento_noun,self-knowledge,autoconocimiento,B2,noun,5
autocontrol_noun,self-control,autocontrol,B2,noun,4
autoestima_noun,self-esteem,autoestima,B2,noun,7
automatizar_verb,to automate,automatizar,B2,verb,8
autonomía_noun,autonomy,autonomía,B2,noun,7
autonómico_adjective,autonomous,autonómico,B2,adjective,7
autopista_noun,freeway,autopista,B1,noun,7
